Date,crypto,cryptocurrency,bitcoin,BTC,ethereum,ETH,binance,BNB,cardano,ADA,tether,USDT,XRP,solana,SOL,polkadot,DOT,USDC,doge,dogecoin,v(Binance Coin),v(Bitcoin),v(Cardano),v(Dogecoin),v(Ethereum),v(Polkadot),v(Solana),v(Tether),v(USD Coin),v(XRP)
2017-09-22,4.0,14.0,13.571428571428568,2.285714285714286,9.571428571428568,15.857142857142863,0.5,35.57142857142858,2.0,35.42857142857142,24.857142857142865,2.0,2.0,7.714285714285716,70.2857142857143,5.285714285714284,63.0,11.571428571428568,6.0,0.642857142857143,0.743460185,3726.372499485,0.0,0.0008305400000000001,274.25436724,0.0,0.0,1.003283085,0.0,0.175838785
2017-09-23,4.0,14.0,13.285714285714281,2.1428571428571432,9.285714285714281,15.428571428571434,0.5,35.28571428571429,2.0,35.71428571428571,24.428571428571438,2.0,2.0,7.857142857142859,70.14285714285717,5.142857142857141,63.0,12.285714285714281,6.0,0.5714285714285716,0.76123179,3723.06592194,0.0,0.00088142,279.5035351,0.0,0.0,1.00297922,0.0,0.17582831
2017-09-24,4.0,14.0,13.0,2.0,9.0,15.0,0.5,35.0,2.0,36.0,24.0,2.0,2.0,8.0,70.0,5.0,63.0,13.0,6.0,0.5,0.81252904,3795.6791501,0.0,0.000971165,284.54822691000004,0.0,0.0,1.0022288750000001,0.0,0.17849733
2017-09-25,4.0,13.857142857142858,12.857142857142858,2.142857142857143,8.857142857142858,15.142857142857142,0.5,35.285714285714285,2.142857142857143,35.857142857142854,24.428571428571427,2.0,2.142857142857143,8.0,70.14285714285714,5.142857142857143,63.142857142857146,12.571428571428571,6.0,0.5,0.86382629,3868.29237826,0.0,0.00106091,289.59291872,0.0,0.0,1.00147853,0.0,0.18116635
2017-09-26,4.0,13.714285714285715,12.714285714285715,2.2857142857142856,8.714285714285715,15.285714285714285,0.5,35.57142857142857,2.2857142857142856,35.71428571428571,24.857142857142854,2.0,2.2857142857142856,8.0,70.28571428571428,5.2857142857142865,63.28571428571429,12.142857142857142,6.0,0.5,1.01114594,3984.895965245,0.0,0.00109957,293.732573615,0.0,0.0,1.000933275,0.0,0.189545735
2017-09-27,4.0,13.571428571428573,12.571428571428573,2.4285714285714284,8.571428571428573,15.428571428571427,0.5,35.857142857142854,2.4285714285714284,35.57142857142856,25.28571428571428,2.0,2.4285714285714284,8.0,70.42857142857142,5.42857142857143,63.42857142857144,11.714285714285714,6.0,0.5,1.15846559,4101.49955223,0.0,0.00113823,297.87222851,0.0,0.0,1.00038802,0.0,0.19792512
2017-09-28,4.0,13.42857142857143,12.42857142857143,2.571428571428571,8.42857142857143,15.57142857142857,0.5,36.14285714285714,2.571428571428571,35.428571428571416,25.714285714285708,2.0,2.571428571428571,8.0,70.57142857142856,5.571428571428573,63.571428571428584,11.285714285714285,6.0,0.5,1.213422645,4153.93682002,0.0,0.001113955,295.832584375,0.0,0.0,1.000103605,0.0,0.19668581499999999
2017-09-29,4.0,13.285714285714288,12.285714285714288,2.714285714285714,8.285714285714288,15.714285714285712,0.5,36.42857142857142,2.714285714285714,35.28571428571427,26.142857142857135,2.0,2.714285714285714,8.0,70.7142857142857,5.714285714285716,63.71428571428573,10.857142857142856,6.0,0.5,1.2683797,4206.37408781,0.0,0.00108968,293.79294024,0.0,0.0,0.99981919,0.0,0.19544651
2017-09-30,4.0,13.142857142857146,12.142857142857146,2.8571428571428568,8.142857142857146,15.857142857142854,0.5,36.71428571428571,2.8571428571428568,35.142857142857125,26.571428571428562,2.0,2.8571428571428568,8.0,70.85714285714283,5.857142857142859,63.857142857142875,10.428571428571427,6.0,0.5,1.4225579650000002,4286.9125156400005,0.013235125,0.001094795,296.50094861,0.0,0.0,0.999514845,0.0,0.19787713499999998
2017-10-01,4.0,13.0,12.0,3.0,8.0,16.0,0.5,37.0,3.0,35.0,27.0,2.0,3.0,8.0,71.0,6.0,64.0,10.0,6.0,0.5,1.57673623,4367.45094347,0.02647025,0.00109991,299.20895698,0.0,0.0,0.9992105,0.0,0.20030776
2017-10-02,4.0,13.142857142857142,13.0,3.0,8.428571428571429,16.0,0.5,37.0,2.857142857142857,35.0,26.428571428571427,2.0,3.2857142857142856,8.0,70.85714285714286,6.0,64.14285714285714,9.857142857142858,6.0,0.5714285714285714,1.66941457,4335.787142035,0.024665199999999998,0.0010823550000000001,296.88939191500003,0.0,0.0,1.0008935700000001,0.0,0.20239942
2017-10-03,4.0,13.285714285714285,14.0,3.0,8.857142857142858,16.0,0.5,37.0,2.7142857142857144,35.0,25.857142857142854,2.0,3.571428571428571,8.0,70.71428571428572,6.0,64.28571428571428,9.714285714285715,6.0,0.6428571428571428,1.76209291,4304.1233406,0.02286015,0.0010648,294.56982685,0.0,0.0,1.00257664,0.0,0.20449108
2017-10-04,4.0,13.428571428571427,15.0,3.0,9.285714285714286,16.0,0.5,37.0,2.5714285714285716,35.0,25.28571428571428,2.0,3.8571428571428568,8.0,70.57142857142858,6.0,64.42857142857142,9.571428571428573,6.0,0.7142857142857142,1.681251345,4308.677995415001,0.021919185,0.00104691,295.403005015,0.0,0.0,1.001795525,0.0,0.218610505
2017-10-05,4.0,13.57142857142857,16.0,3.0,9.714285714285715,16.0,0.5,37.0,2.428571428571429,35.0,24.714285714285708,2.0,4.142857142857142,8.0,70.42857142857144,6.0,64.57142857142856,9.42857142857143,6.0,0.7857142857142856,1.60040978,4313.23265023,0.02097822,0.00102902,296.23618318,0.0,0.0,1.00101441,0.0,0.23272993
2017-10-06,4.0,13.714285714285712,17.0,3.0,10.142857142857144,16.0,0.5,37.0,2.285714285714286,35.0,24.142857142857135,2.0,4.428571428571428,8.0,70.2857142857143,6.0,64.7142857142857,9.285714285714288,6.0,0.857142857142857,1.55189608,4366.41348736,0.02070548,0.00104295,302.949638245,0.0,0.0,0.99970823,0.0,0.237525805
2017-10-07,4.0,13.857142857142854,18.0,3.0,10.571428571428573,16.0,0.5,37.0,2.1428571428571432,35.0,23.571428571428562,2.0,4.7142857142857135,8.0,70.14285714285717,6.0,64.85714285714283,9.142857142857146,6.0,0.9285714285714284,1.50338238,4419.59432449,0.02043274,0.00105688,309.66309331,0.0,0.0,0.99840205,0.0,0.24232168
2017-10-08,4.0,14.0,19.0,3.0,11.0,16.0,0.5,37.0,2.0,35.0,23.0,2.0,5.0,8.0,70.0,6.0,65.0,9.0,6.0,1.0,1.44334657,4581.38120127,0.0210766,0.001032135,305.436326285,0.0,0.0,0.99885583,0.0,0.25144973
